time,open,high,low,close,regime,direction,h1_direction,h1_adx,m15_adx,atr,atr_ratio,choch,fvg,zone,bos,ob,sweep,session,alert_fired,score,outcome
2026-01-30 03:25:00+00:00,5196.925,5206.98,5190.635,5199.595,1,-1,-1,37.46057161318309,32.80158950647302,33.057020429776244,1.1760342889343982,0,0,1,0,0,0,2,1,0.15,win
2026-01-30 03:35:00+00:00,5181.785,5190.13,5161.32,5171.84,1,-1,-1,37.46057161318309,32.80158950647302,33.305032921592804,1.1760342889343982,0,0,1,0,0,0,2,1,0.15,win
2026-01-30 03:45:00+00:00,5154.805,5175.51,5153.51,5167.24,1,-1,-1,37.46057161318309,34.48402362786791,31.803089610965227,1.183493915782798,0,0,1,1,0,0,2,1,0.65,win
2026-01-30 03:55:00+00:00,5182.205,5200.325,5180.54,5196.94,1,-1,-1,38.21354895595213,36.07262968889569,30.974959919658737,1.160181624423337,0,0,1,1,0,0,2,1,0.55,win
2026-01-30 04:05:00+00:00,5210.545,5224.175,5204.805,5209.085,1,-1,-1,38.21354895595213,36.07262968889569,29.866138910317996,1.160181624423337,0,0,1,1,0,0,2,1,0.55,win
2026-01-30 04:15:00+00:00,5214.755,5230.58,5210.69,5225.275,1,-1,-1,38.21354895595213,36.75561880486657,28.51906875430484,1.116437969317592,0,1,1,1,0,0,2,1,0.85,win
2026-01-30 04:25:00+00:00,5205.745,5213.27,5198.7,5210.225,1,-1,-1,38.21354895595213,37.22119953414521,27.440855201416,1.0775490337743436,0,0,1,1,0,0,2,1,0.55,win
2026-01-30 04:35:00+00:00,5213.025,5227.08,5208.835,5220.475,1,-1,-1,38.21354895595213,37.22119953414521,26.018875148159687,1.0775490337743436,0,1,1,1,0,0,2,1,0.85,win
2026-01-30 04:45:00+00:00,5203.1,5213.085,5201.525,5210.155,1,-1,-1,38.21354895595213,37.6535244970468,24.60844336754587,1.0307479302058198,0,0,1,1,0,0,2,1,0.55,win
2026-01-30 04:55:00+00:00,5206.85,5217.23,5204.345,5215.065,1,-1,-1,38.88775081339413,38.08185229877477,22.930800658751213,0.976486975796529,0,1,1,1,0,0,2,1,0.85,win
2026-01-30 05:05:00+00:00,5212.15,5212.15,5203.22,5204.855,1,-1,-1,38.88775081339413,38.08185229877477,21.082552608821164,0.976486975796529,0,0,1,1,0,0,2,1,0.55,win
2026-01-30 05:15:00+00:00,5225.215,5240.905,5223.915,5233.3,1,-1,-1,38.88775081339413,38.17674519749856,20.828195871891687,0.9344350953452942,0,1,1,1,0,0,2,1,0.85,win
2026-01-30 05:25:00+00:00,5231.74,5239.62,5227.355,5230.245,1,-1,-1,38.88775081339413,37.68756311581302,19.588214807906663,0.8902612357461662,0,1,1,0,0,0,2,1,0.55,win
