time,open,high,low,close,Plot,regime,direction,h1_adx,m15_adx,choch,fvg,zone,bos,ob,sweep,session,atr,atr_ratio,h1_direction,alert_fired
2026-01-07T18:25:00Z,4452.27,4455.96,4451.475,4452.145,,1,-1,26.931580802501426,26.535001461406807,0,0,0,0,0,1,3,4.730025168239318,0.9266742144655252,-1,0
2026-01-07T18:30:00Z,4452.17,4456.46,4451.64,4456.18,,1,-1,26.931580802501426,26.535001461406807,0,0,0,0,0,0,3,4.7364519419364886,0.9266742144655252,-1,0
2026-01-07T18:35:00Z,4456.19,4459.05,4454.31,4458.705,,1,-1,26.931580802501426,26.535001461406807,0,0,0,0,0,0,3,4.736705374655295,0.9266742144655252,-1,0
2026-01-07T18:40:00Z,4458.685,4458.81,4455.89,4456.435,,3,0,26.931580802501426,25.304287187235424,0,0,0,0,0,0,3,4.606940705037066,0.9127402055439641,-1,0
2026-01-07T18:45:00Z,4456.425,4456.73,4454.315,4454.355,,3,0,26.931580802501426,25.304287187235424,0,0,0,0,0,0,3,4.45037351182013,0.9127402055439641,-1,0
2026-01-07T18:50:00Z,4454.33,4454.63,4450.105,4452.72,,3,0,26.931580802501426,25.304287187235424,0,0,0,0,0,0,3,4.455703975261589,0.9127402055439641,-1,0
2026-01-07T18:55:00Z,4452.765,4453.125,4450.84,4452.25,,3,0,26.894653915978306,24.352066076659273,0,0,0,0,0,0,3,4.300653691314322,0.8949153425550868,-1,0
2026-01-07T19:00:00Z,4452.255,4455.34,4450.73,4455.065,,3,0,26.894653915978306,24.352066076659273,0,0,0,0,0,0,3,4.322749856220484,0.8949153425550868,-1,0
2026-01-07T19:05:00Z,4455.045,4455.375,4449.635,4450.475,,3,0,26.894653915978306,24.352066076659273,0,0,0,0,0,0,3,4.423982009347577,0.8949153425550868,-1,0
2026-01-07T19:10:00Z,4450.45,4451.625,4448.015,4449.805,,3,0,26.894653915978306,23.72787750993561,0,0,0,0,0,1,3,4.365840437251298,0.8835350663310723,-1,0
2026-01-07T19:15:00Z,4449.82,4449.895,4445.545,4448.345,,3,0,26.894653915978306,23.72787750993561,0,0,0,0,0,1,3,4.36470897744766,0.8835350663310723,-1,0
2026-01-07T19:20:00Z,4448.35,4449.28,4447.47,4448.64,,3,0,26.894653915978306,23.72787750993561,0,0,0,0,0,0,3,4.18222976477279,0.8835350663310723,-1,0
2026-01-07T19:25:00Z,4448.655,4451.275,4446.57,4450.665,,3,0,26.894653915978306,23.449656675239574,0,0,0,0,0,0,3,4.219570495860443,0.8630601266712404,-1,0
2026-01-07T19:30:00Z,4450.64,4457.33,4450.585,4455.585,,3,0,26.894653915978306,23.449656675239574,0,0,0,0,0,0,3,4.39995831758469,0.8630601266712404,-1,0
2026-01-07T19:35:00Z,4455.575,4457.11,4454.275,4454.905,,3,0,26.894653915978306,23.449656675239574,0,0,0,0,0,0,3,4.288175580614357,0.8630601266712404,-1,0
2026-01-07T19:40:00Z,4454.935,4455.525,4452.87,4453.295,,3,0,26.894653915978306,22.19320398569522,0,1,0,0,0,0,3,4.1715201819990275,0.8540712636318316,-1,0
2026-01-07T19:45:00Z,4453.33,4453.855,4452.04,4453.13,,3,0,26.894653915978306,22.19320398569522,0,1,0,0,0,0,3,4.003197311856211,0.8540712636318316,-1,0
2026-01-07T19:50:00Z,4453.125,4457.965,4452.415,4457.83,,3,0,26.894653915978306,22.19320398569522,0,0,0,0,0,0,3,4.113683218152209,0.8540712636318316,-1,0
2026-01-07T19:55:00Z,4457.765,4458.24,4456.69,4457.145,,3,0,26.955136297345778,20.886435551661922,0,0,0,0,0,0,3,3.9305629882842075,0.843572106303147,-1,0
2026-01-07T20:00:00Z,4457.125,4459.67,4457.125,4458.78,,3,0,26.955136297345778,20.886435551661922,0,0,0,0,0,0,3,3.831594203406769,0.843572106303147,-1,0
2026-01-07T20:05:00Z,4458.765,4459.645,4455.79,4455.935,,3,0,26.955136297345778,20.886435551661922,0,1,0,0,0,0,3,3.833266046020605,0.843572106303147,-1,0
2026-01-07T20:10:00Z,4455.945,4459.58,4455.62,4458.53,,3,0,26.955136297345778,19.447440588616054,0,0,0,0,0,0,3,3.8423184713048504,0.8224471809335401,-1,0
2026-01-07T20:15:00Z,4458.49,4461.625,4457.39,4459.845,,3,0,26.955136297345778,19.447440588616054,0,0,0,0,0,0,3,3.870367151925909,0.8224471809335401,-1,0
2026-01-07T20:20:00Z,4459.875,4461.255,4458.775,4459.195,,3,0,26.955136297345778,19.447440588616054,0,0,0,0,0,0,3,3.7710552125026635,0.8224471809335401,-1,0
2026-01-07T20:25:00Z,4459.17,4459.39,4456.17,4458.245,,3,0,26.955136297345778,18.31365959149834,0,0,0,0,0,0,3,3.7316941258953484,0.8167929934640783,-1,0
2026-01-07T20:30:00Z,4458.27,4460.57,4457.49,4458.645,,3,0,26.955136297345778,18.31365959149834,0,0,0,0,0,0,3,3.685144545474247,0.8167929934640783,-1,0
2026-01-07T20:35:00Z,4458.68,4459.4,4456.685,4456.945,,3,0,26.955136297345778,18.31365959149834,0,0,0,0,0,0,3,3.615848506511746,0.8167929934640783,-1,0
2026-01-07T20:40:00Z,4456.965,4460.38,4456.91,4456.91,,3,0,26.955136297345778,17.260862951317602,0,0,0,0,0,0,3,3.6054307560466397,0.8016231924748701,-1,0
2026-01-07T20:45:00Z,4456.885,4459.28,4456.585,4458.655,,3,0,26.955136297345778,17.260862951317602,0,0,0,0,0,0,3,3.5403999877575734,0.8016231924748701,-1,0
2026-01-07T20:50:00Z,4458.635,4459.855,4458.08,4458.695,,3,0,26.955136297345778,17.260862951317602,0,0,0,0,0,0,3,3.4142999886320062,0.8016231924748701,-1,0
2026-01-07T20:55:00Z,4458.655,4458.855,4450.725,4452.495,,3,0,26.64907845635861,16.745659642984148,0,0,0,0,0,0,3,3.751135703729663,0.8265858439159233,-1,0
2026-01-07T21:00:00Z,4452.515,4454.9,4449.72,4453.545,,3,0,26.64907845635861,16.745659642984148,0,0,0,0,0,1,1,3.8531974391775,0.8265858439159233,-1,0
2026-01-07T21:05:00Z,4453.52,4454.015,4452.345,4453.16,,3,0,26.64907845635861,16.745659642984148,0,0,0,0,0,0,1,3.6972547649505407,0.8265858439159233,-1,0
2026-01-07T21:10:00Z,4453.175,4454.74,4453.095,4454.175,,3,0,26.64907845635861,16.41713566963414,0,0,0,0,0,0,1,3.550665138882611,0.8204186200290867,-1,0
2026-01-07T21:15:00Z,4454.205,4454.76,4453.8,4454.14,,3,0,26.64907845635861,16.41713566963414,0,0,0,0,0,0,1,3.365617628962427,0.8204186200290867,-1,0
2026-01-07T21:20:00Z,4454.11,4455.39,4453.385,4453.77,,3,0,26.64907845635861,16.41713566963414,0,0,0,0,0,0,1,3.268430655465118,0.8204186200290867,-1,0
2026-01-07T21:25:00Z,4453.815,4454.075,4452.14,4452.755,,3,0,26.64907845635861,16.01515107835678,0,0,0,0,0,0,1,3.1731856086461447,0.8035620603882238,-1,0
2026-01-07T21:30:00Z,4452.695,4453.98,4452.5,4453.09,,3,0,26.64907845635861,16.01515107835678,0,0,0,0,0,0,1,3.052243779457103,0.8035620603882238,-1,0
2026-01-07T21:35:00Z,4453.21,4454.415,4452.635,4454.155,,3,0,26.64907845635861,16.01515107835678,0,0,0,0,0,0,1,2.9613692237815776,0.8035620603882238,-1,0
2026-01-07T21:40:00Z,4454.215,4454.615,4453.23,4453.265,,3,0,26.64907845635861,15.641879672170662,0,0,0,0,0,0,1,2.848771422082909,0.7810360209689813,-1,0
2026-01-07T21:45:00Z,4453.215,4454.045,4452.885,4453.075,,3,0,26.64907845635861,15.641879672170662,0,0,0,0,0,0,1,2.728144891934119,0.7810360209689813,-1,0
2026-01-07T21:50:00Z,4453.025,4456.3,4452.875,4456.025,,3,0,26.64907845635861,15.641879672170662,0,1,0,0,0,0,1,2.7779202567959804,0.7810360209689813,-1,0
2026-01-07T21:55:00Z,4455.965,4456.835,4454.895,4456.65,,3,0,26.43411299664437,14.82221444073271,0,0,0,0,0,0,1,2.718068809881953,0.7752373727987516,-1,0
2026-01-07T23:00:00Z,4461.955,4461.955,4461.955,4461.955,,3,0,26.43411299664437,14.82221444073271,0,1,0,0,0,0,1,2.90284960917612,0.7752373727987516,-1,0
2026-01-07T23:05:00Z,4461.935,4462.74,4459.725,4459.74,,3,0,26.43411299664437,14.82221444073271,0,1,0,0,0,1,1,2.910860351377784,0.7752373727987516,-1,0
2026-01-07T23:10:00Z,4459.745,4460.455,4458.52,4459.69,,3,0,26.43411299664437,14.55367598638513,0,1,0,0,0,0,1,2.841156040565049,0.7881724930954678,-1,0
2026-01-07T23:15:00Z,4459.7,4461.96,4459.095,4461.96,,3,0,26.43411299664437,14.55367598638513,0,0,0,0,0,0,1,2.842859180524673,0.7881724930954678,-1,0
2026-01-07T23:20:00Z,4461.9,4463.035,4460.54,4461.94,,3,0,26.43411299664437,14.55367598638513,0,1,0,0,0,0,1,2.8180120962014743,0.7881724930954678,-1,0
2026-01-07T23:25:00Z,4461.99,4464.05,4461.77,4461.97,,3,0,26.43411299664437,14.518722167188034,0,0,0,0,0,1,1,2.7795826607584937,0.7911783037393497,-1,0
2026-01-07T23:30:00Z,4461.69,4462.845,4459.93,4461.445,,3,0,26.43411299664437,14.518722167188034,0,1,0,0,0,0,1,2.78925532784717,0.7911783037393497,-1,0
2026-01-07T23:35:00Z,4461.635,4462.97,4460.505,4461.395,,3,0,26.43411299664437,14.518722167188034,0,1,0,0,0,0,1,2.766094233000954,0.7911783037393497,-1,0
2026-01-07T23:40:00Z,4461.355,4462.48,4460.83,4461.715,,3,0,26.43411299664437,14.486265049362162,0,1,0,0,0,0,1,2.6863732163580027,0.7779424590017038,-1,0
2026-01-07T23:45:00Z,4461.57,4462.93,4459.87,4461.23,,3,0,26.43411299664437,14.486265049362162,0,1,0,0,0,0,1,2.7130608437610313,0.7779424590017038,-1,0
2026-01-07T23:50:00Z,4461.285,4462.745,4460.875,4461.825,,3,0,26.43411299664437,14.486265049362162,0,1,0,0,0,0,1,2.6528422120638067,0.7779424590017038,-1,0
2026-01-07T23:55:00Z,4461.845,4463.87,4461.53,4463.52,,3,0,25.454314308110224,14.616871100536468,0,0,0,0,0,0,1,2.630496339773545,0.7758049228370913,1,0
2026-01-08T00:00:00Z,4463.5,4466.155,4462.995,4464.1,,3,0,25.454314308110224,14.616871100536468,0,0,0,0,0,0,2,2.6683180297897096,0.7758049228370913,1,0
2026-01-08T00:05:00Z,4464.085,4465.705,4462.555,4465.315,,3,0,25.454314308110224,14.616871100536468,0,0,0,0,0,0,2,2.7027238848047044,0.7758049228370913,1,0
2026-01-08T00:10:00Z,4465.365,4465.975,4464.725,4465.83,,3,0,25.454314308110224,15.137547699746685,0,0,0,0,0,0,2,2.5989578930329396,0.7704744647112726,1,0
2026-01-08T00:15:00Z,4466.015,4466.485,4463.895,4464.015,,3,0,25.454314308110224,15.137547699746685,0,0,0,0,0,0,2,2.5983180435305324,0.7704744647112726,1,0
2026-01-08T00:20:00Z,4463.975,4463.975,4458.465,4458.49,,3,0,25.454314308110224,15.137547699746685,0,1,0,0,0,0,2,2.80915246899265,0.7704744647112726,1,0
2026-01-08T00:25:00Z,4458.475,4458.535,4453.925,4456.77,,3,0,25.454314308110224,14.35230039873593,0,0,0,0,0,0,2,2.937784435493152,0.8488238400932999,1,0
2026-01-08T00:30:00Z,4456.77,4458.82,4455.565,4457.805,,3,0,25.454314308110224,14.35230039873593,0,0,0,0,0,0,2,2.9604426901007916,0.8488238400932999,1,0
2026-01-08T00:35:00Z,4457.77,4457.81,4451.355,4453.775,,3,0,25.454314308110224,14.35230039873593,0,0,0,0,0,0,2,3.2100539265222237,0.8488238400932999,1,0
2026-01-08T00:40:00Z,4453.76,4454.72,4450.175,4451.49,,3,0,25.454314308110224,14.245575024147668,0,0,0,0,0,1,2,3.305407217484927,0.8861334128156977,1,0
2026-01-08T00:45:00Z,4451.435,4451.725,4447.27,4447.43,,3,0,25.454314308110224,14.245575024147668,0,0,0,0,0,0,2,3.38752098766457,0.8861334128156977,1,0
2026-01-08T00:50:00Z,4447.445,4451.405,4446.825,4451.045,,3,0,25.454314308110224,14.245575024147668,0,0,0,0,0,0,2,3.4726980599742383,0.8861334128156977,1,0
2026-01-08T00:55:00Z,4451.03,4452.515,4450.25,4450.25,,3,0,25.377481528485532,14.647067403553464,0,0,0,0,0,0,2,3.3864339128332444,0.893435843119264,-1,0
2026-01-08T01:00:00Z,4450.06,4454.925,4444.22,4451.875,,3,0,25.377481528485532,14.647067403553464,0,0,0,0,0,1,2,3.90918863334515,0.893435843119264,-1,0
2026-01-08T01:05:00Z,4451.87,4459.715,4451.825,4459.305,,3,0,25.377481528485532,14.647067403553464,0,1,0,0,0,0,2,4.193532302391948,0.893435843119264,-1,0
2026-01-08T01:10:00Z,4459.315,4460.42,4455.725,4457.375,,3,0,25.377481528485532,13.634718426698955,0,0,0,0,0,0,2,4.2293514236496454,1.0009914206605888,-1,0
2026-01-08T01:15:00Z,4457.56,4458.875,4454.83,4458.425,,3,0,25.377481528485532,13.634718426698955,0,0,0,0,0,0,2,4.216183464817533,1.0009914206605888,-1,0
2026-01-08T01:20:00Z,4458.455,4460.405,4456.98,4457.45,,3,0,25.377481528485532,13.634718426698955,0,0,0,0,0,0,2,4.1596703601877225,1.0009914206605888,-1,0
2026-01-08T01:25:00Z,4457.46,4458.665,4454.495,4454.88,,3,0,25.377481528485532,12.694680091048339,0,0,0,0,0,0,2,4.16040819160289,0.9996941976816589,-1,0
2026-01-08T01:30:00Z,4454.87,4457.765,4450.7,4452.065,,3,0,25.377481528485532,12.694680091048339,0,0,0,0,0,0,2,4.367879035059863,0.9996941976816589,-1,0
2026-01-08T01:35:00Z,4452.08,4456.055,4450.84,4455.87,,3,0,25.377481528485532,12.694680091048339,0,0,0,0,0,0,2,4.428387675412741,0.9996941976816589,-1,0
2026-01-08T01:40:00Z,4455.865,4456.48,4445.835,4447.58,,3,0,25.377481528485532,13.026927475374631,0,0,0,0,0,0,2,4.872431412883225,1.0568807236276128,-1,0
2026-01-08T01:45:00Z,4447.59,4448.49,4443.155,4447.72,,3,0,25.377481528485532,13.026927475374631,0,0,0,0,0,1,2,4.905472026248711,1.0568807236276128,-1,0
2026-01-08T01:50:00Z,4447.68,4447.795,4444.26,4444.52,,3,0,25.377481528485532,13.026927475374631,0,0,0,0,0,0,2,4.807581167230936,1.0568807236276128,-1,0
2026-01-08T01:55:00Z,4444.57,4448.485,4441.935,4448.4,,3,0,25.612664683442485,13.80305997179875,0,0,0,0,0,1,2,4.932039655285817,1.0557169325705893,-1,0
2026-01-08T02:00:00Z,4448.395,4449.61,4442.215,4443.195,,3,0,25.612664683442485,13.80305997179875,0,0,0,0,0,0,2,5.10796539419394,1.0557169325705893,-1,0
2026-01-08T02:05:00Z,4443.125,4448.7,4440.515,4447.705,,3,0,25.612664683442485,13.80305997179875,0,0,0,0,0,1,2,5.3277535803229075,1.0557169325705893,-1,0
2026-01-08T02:10:00Z,4447.705,4448.685,4445.995,4446.815,,3,0,25.612664683442485,14.687503447988034,0,0,0,0,0,0,2,5.139342610299879,1.0779540362553077,-1,0
2026-01-08T02:15:00Z,4446.665,4446.945,4442.745,4443.485,,3,0,25.612664683442485,14.687503447988034,0,0,0,0,0,0,2,5.072246709564161,1.0779540362553077,-1,0
2026-01-08T02:20:00Z,4443.44,4443.765,4441.17,4442.59,,3,0,25.612664683442485,14.687503447988034,0,0,0,0,0,0,2,4.895300516023882,1.0779540362553077,-1,0
2026-01-08T02:25:00Z,4442.595,4444.24,4441.04,4441.32,,3,0,25.612664683442485,15.508772390163797,0,1,0,0,0,0,2,4.774207622022162,1.065664463642072,-1,0
2026-01-08T02:30:00Z,4441.39,4441.39,4435.71,4437.145,,3,0,25.612664683442485,15.508772390163797,0,0,0,0,0,0,2,4.838907077592028,1.065664463642072,-1,0
2026-01-08T02:35:00Z,4437.16,4440.51,4433.735,4439.275,,3,0,25.612664683442485,15.508772390163797,0,0,0,0,0,1,2,4.977199429192636,1.065664463642072,-1,0
2026-01-08T02:40:00Z,4439.34,4442.81,4438.59,4441.945,,3,0,25.612664683442485,17.074573109511196,0,0,0,0,0,0,2,4.9231137556788935,1.084030747763541,-1,0
2026-01-08T02:45:00Z,4441.95,4444.105,4437.43,4437.78,,3,0,25.612664683442485,17.074573109511196,0,0,0,0,0,0,2,5.048248487416063,1.084030747763541,-1,0
2026-01-08T02:50:00Z,4437.905,4443.46,4437.62,4441.515,,3,0,25.612664683442485,17.074573109511196,0,0,0,0,0,0,2,5.104802166886354,1.084030747763541,-1,0
2026-01-08T02:55:00Z,4441.52,4444.075,4438.685,4441.36,,3,0,26.3046538455447,18.251107810632615,0,0,0,0,0,0,2,5.125173440680144,1.0777144012330786,-1,0
2026-01-08T03:00:00Z,4441.355,4442.975,4439.225,4441.76,,3,0,26.3046538455447,18.251107810632615,0,0,0,0,0,0,2,5.026946766345849,1.0777144012330786,-1,0
2026-01-08T03:05:00Z,4441.75,4444.4,4438.98,4442.7,,3,0,26.3046538455447,18.251107810632615,0,0,0,0,0,0,2,5.05502199732115,1.0777144012330786,-1,0
2026-01-08T03:10:00Z,4442.795,4445.9,4441.21,4442.75,,3,0,26.3046538455447,18.95748071986342,0,0,0,0,0,1,2,5.028948997512468,1.0733947203643752,-1,0
2026-01-08T03:15:00Z,4442.85,4442.97,4437.49,4441.555,,3,0,26.3046538455447,18.95748071986342,0,0,0,0,0,0,2,5.0611669262616115,1.0733947203643752,-1,0
2026-01-08T03:20:00Z,4441.52,4444.99,4441.15,4443.5,,3,0,26.3046538455447,18.95748071986342,0,0,0,0,0,0,2,4.973940717242935,1.0733947203643752,-1,0
2026-01-08T03:25:00Z,4443.505,4445.845,4443.225,4444.155,,3,0,26.3046538455447,19.792644495074814,0,1,0,0,0,0,2,4.805802094582718,1.081375284859007,-1,0
2026-01-08T03:30:00Z,4444.145,4446.565,4443.47,4443.58,,3,0,26.3046538455447,19.792644495074814,0,0,0,0,0,0,2,4.683601944969619,1.081375284859007,-1,0
2026-01-08T03:35:00Z,4443.535,4443.535,4439.97,4440.91,,3,0,26.3046538455447,19.792644495074814,0,0,0,0,0,0,2,4.606916091757481,1.081375284859007,-1,0
2026-01-08T03:40:00Z,4441.035,4442.395,4440.72,4442.07,,3,0,26.3046538455447,20.40158920204359,0,0,0,0,0,0,2,4.397493513774816,1.0681479358361166,-1,0
2026-01-08T03:45:00Z,4442.075,4442.995,4441.025,4442.18,,3,0,26.3046538455447,20.40158920204359,0,0,0,0,0,0,2,4.224101119933776,1.0681479358361166,-1,0
2026-01-08T03:50:00Z,4442.155,4442.755,4439.62,4440.17,,3,0,26.3046538455447,20.40158920204359,0,0,0,0,0,0,2,4.146308182795665,1.0681479358361166,-1,0
2026-01-08T03:55:00Z,4440.195,4441.185,4438.175,4440.28,,3,0,26.9472152103539,21.201176530463194,0,0,0,0,0,1,2,4.065143312595991,1.0373027052781318,-1,0
2026-01-08T04:00:00Z,4440.225,4440.25,4437.225,4438.235,,3,0,26.9472152103539,21.201176530463194,0,0,0,0,0,1,2,3.99299021883909,1.0373027052781318,-1,0
2026-01-08T04:05:00Z,4438.31,4439.105,4436.695,4438.71,,3,0,26.9472152103539,21.201176530463194,0,0,0,0,0,0,2,3.879919488922002,1.0373027052781318,-1,0
2026-01-08T04:10:00Z,4438.7,4440.55,4438.18,4440.42,,3,0,26.9472152103539,22.134302434696476,0,0,0,0,0,0,2,3.7720680968561373,1.0001686494765312,-1,0
2026-01-08T04:15:00Z,4440.405,4440.665,4439.445,4440.495,,3,0,26.9472152103539,22.134302434696476,0,0,0,0,0,0,2,3.589777518509288,1.0001686494765312,-1,0
2026-01-08T04:20:00Z,4440.505,4440.505,4437.115,4437.315,,3,0,26.9472152103539,22.134302434696476,0,0,0,0,0,0,2,3.575507695758648,1.0001686494765312,-1,0
2026-01-08T04:25:00Z,4437.27,4439.41,4436.54,4436.65,,3,0,26.9472152103539,23.021349753430023,0,0,0,0,0,0,2,3.525114288918737,0.9690182666267483,-1,0
2026-01-08T04:30:00Z,4436.63,4438.805,4435.445,4438.29,,3,0,26.9472152103539,23.021349753430023,0,0,0,0,0,1,2,3.5133204111388685,0.9690182666267483,-1,0
2026-01-08T04:35:00Z,4438.31,4438.375,4434.415,4434.715,,3,0,26.9472152103539,23.021349753430023,0,0,0,0,0,0,2,3.5452260960575233,0.9690182666267483,-1,0
2026-01-08T04:40:00Z,4434.705,4435.57,4432.12,4432.2,,3,0,26.9472152103539,24.399463950673155,0,0,0,0,0,0,2,3.5384242320534014,0.9644777864127262,-1,0
2026-01-08T04:45:00Z,4432.245,4432.58,4430.395,4431.335,,3,0,26.9472152103539,24.399463950673155,0,0,0,0,0,0,2,3.441751072620979,0.9644777864127262,-1,0
2026-01-08T04:50:00Z,4431.34,4433.345,4430.235,4432.78,,3,0,26.9472152103539,24.399463950673155,0,1,0,0,0,0,2,3.4180545674338076,0.9644777864127262,-1,0
2026-01-08T04:55:00Z,4432.83,4432.97,4430.675,4431.695,,1,-1,27.94629273613312,25.891983540761142,0,0,0,0,0,0,2,3.3378363840456835,0.9244945410302301,-1,0
2026-01-08T05:00:00Z,4431.68,4432.535,4430.185,4430.29,,1,-1,27.94629273613312,25.891983540761142,0,0,0,0,0,0,2,3.267276642328096,0.9244945410302301,-1,0
2026-01-08T05:05:00Z,4430.27,4430.4,4427.265,4428.06,,1,-1,27.94629273613312,25.891983540761142,0,0,0,0,0,0,2,3.2578283107331822,0.9244945410302301,-1,0
2026-01-08T05:10:00Z,4428.065,4429.12,4425.955,4427.465,,1,-1,27.94629273613312,27.716104668044657,0,0,0,0,0,1,2,3.251197717109381,0.9212585806439377,-1,0
2026-01-08T05:15:00Z,4427.47,4428.225,4422.755,4426.44,,1,-1,27.94629273613312,27.716104668044657,0,0,0,0,0,1,2,3.409683594458729,0.9212585806439377,-1,0
2026-01-08T05:20:00Z,4426.43,4429.835,4425.62,4428.825,,1,-1,27.94629273613312,27.716104668044657,0,0,0,0,0,0,2,3.4672061948545445,0.9212585806439377,-1,0
2026-01-08T05:25:00Z,4428.845,4428.945,4423.885,4426.19,,1,-1,27.94629273613312,29.697254435526542,0,0,0,0,0,0,2,3.580977180936326,0.9258543485747674,-1,0
2026-01-08T05:30:00Z,4426.135,4426.97,4419.53,4423.46,,1,-1,27.94629273613312,29.697254435526542,0,0,0,0,0,1,2,3.8566216680123397,0.9258543485747674,-1,0
2026-01-08T05:35:00Z,4423.445,4426.44,4420.605,4424.745,,1,-1,27.94629273613312,29.697254435526542,0,0,0,0,0,0,2,3.9979344060114608,0.9258543485747674,-1,0
2026-01-08T05:40:00Z,4424.76,4426.635,4415.405,4418.77,,1,-1,27.94629273613312,32.07791240678481,0,0,0,0,0,0,2,4.514510519867819,0.9738430703668074,-1,0
2026-01-08T05:45:00Z,4418.755,4423.085,4415.935,4421.17,,1,-1,27.94629273613312,32.07791240678481,0,0,0,0,0,0,2,4.702759768448662,0.9738430703668074,-1,0
2026-01-08T05:50:00Z,4421.165,4422.6,4417.965,4418.94,,1,-1,27.94629273613312,32.07791240678481,0,0,0,0,0,0,2,4.697919784988059,0.9738430703668074,-1,0
2026-01-08T05:55:00Z,4419.12,4428.105,4419.05,4425.815,,1,-1,29.552638912477487,33.96831838586471,0,0,0,0,0,0,2,5.016996943203195,1.0209390821961457,-1,0
2026-01-08T06:00:00Z,4425.83,4429.565,4418.115,4418.565,,1,-1,29.552638912477487,33.96831838586471,0,0,0,0,0,1,1,5.476497161545811,1.0209390821961457,-1,0
2026-01-08T06:05:00Z,4418.35,4421.705,4415.745,4419.63,,1,-1,29.552638912477487,33.96831838586471,0,0,0,0,0,0,1,5.511033078578255,1.0209390821961457,-1,0
2026-01-08T06:10:00Z,4419.62,4422.91,4418.98,4421,,1,-1,29.552638912477487,35.30814438942249,0,0,0,0,0,0,1,5.398102144394115,1.0818984368207087,-1,0
2026-01-08T06:15:00Z,4420.99,4424.505,4418.595,4421.615,,1,-1,29.552638912477487,35.30814438942249,0,0,0,0,0,0,1,5.434666276937382,1.0818984368207087,-1,0
2026-01-08T06:20:00Z,4421.64,4425.86,4419.38,4425.3,,1,-1,29.552638912477487,35.30814438942249,0,0,0,0,0,0,1,5.5093329714418235,1.0818984368207087,-1,0
2026-01-08T06:25:00Z,4425.21,4428.48,4425.185,4426.34,,1,-1,29.552638912477487,36.55226853558328,0,0,0,0,0,0,1,5.351166330624491,1.0968633575117888,-1,0
2026-01-08T06:30:00Z,4426.325,4435.405,4426.305,4431.93,,1,-1,29.552638912477487,36.55226853558328,0,0,0,0,0,0,1,5.618940164151275,1.0968633575117888,-1,0
2026-01-08T06:35:00Z,4431.94,4437.82,4431.925,4434.775,,1,-1,29.552638912477487,36.55226853558328,0,0,0,0,0,1,1,5.638658723854722,1.0968633575117888,-1,0
2026-01-08T06:40:00Z,4434.735,4436.7,4433.965,4435.86,,3,0,29.552638912477487,35.37310472007677,0,0,0,0,0,0,1,5.431254529293647,1.1268982576836635,-1,0
2026-01-08T06:45:00Z,4435.88,4436.29,4430.13,4433.725,,3,0,29.552638912477487,35.37310472007677,0,0,0,0,0,0,1,5.483307777201233,1.1268982576836635,-1,0
2026-01-08T06:50:00Z,4433.6,4435.695,4432.245,4435.365,,3,0,29.552638912477487,35.37310472007677,0,0,0,0,0,0,1,5.338071507401132,1.1268982576836635,-1,0
2026-01-08T06:55:00Z,4435.35,4436.155,4433.18,4433.385,,1,-1,30.419474609262448,34.278166891392154,0,0,0,0,0,0,1,5.16928068544387,1.1022101673761535,-1,0
2026-01-08T07:00:00Z,4433.425,4436.12,4432.085,4432.825,,1,-1,30.419474609262448,34.278166891392154,0,0,0,0,0,0,1,5.088260636483583,1.1022101673761535,-1,0
2026-01-08T07:05:00Z,4432.675,4439.505,4432.31,4437.655,,1,-1,30.419474609262448,34.278166891392154,0,0,0,0,0,1,1,5.238742019591878,1.1022101673761535,-1,0
2026-01-08T07:10:00Z,4437.575,4439.765,4435.785,4436.1,,3,0,30.419474609262448,32.536622439746864,0,0,0,0,0,0,1,5.148831875335349,1.095087816344966,-1,0
2026-01-08T07:15:00Z,4436.08,4436.14,4432.85,4434.685,,3,0,30.419474609262448,32.536622439746864,0,0,0,0,0,0,1,5.01605816995425,1.095087816344966,-1,0
2026-01-08T07:20:00Z,4434.7,4436.005,4432.07,4433.77,,3,0,30.419474609262448,32.536622439746864,0,0,0,0,0,0,1,4.938839729243261,1.095087816344966,-1,0
2026-01-08T07:25:00Z,4433.755,4437.115,4430.795,4436.685,,3,0,30.419474609262448,31.129859057046254,0,0,0,0,0,1,1,5.037494034297294,1.0750452547564961,-1,0
2026-01-08T07:30:00Z,4436.695,4436.915,4432.235,4434.015,,3,0,30.419474609262448,31.129859057046254,0,0,0,0,0,0,1,5.011958746133223,1.0750452547564961,-1,0
2026-01-08T07:35:00Z,4434.01,4435.62,4432.79,4432.955,,3,0,30.419474609262448,31.129859057046254,0,0,0,0,0,0,1,4.856104549980844,1.0750452547564961,-1,0
2026-01-08T07:40:00Z,4432.915,4435.005,4431.11,4431.495,,1,-1,30.419474609262448,29.823578773109976,0,1,0,0,0,0,1,4.787454224982243,1.053224197047632,-1,1
2026-01-08T07:45:00Z,4431.5,4432.61,4428.415,4429.51,,1,-1,30.419474609262448,29.823578773109976,1,0,0,1,0,0,1,4.745136066054919,1.053224197047632,-1,0
2026-01-08T07:50:00Z,4429.455,4433.11,4428.56,4432.87,,1,-1,30.419474609262448,29.823578773109976,0,0,0,1,0,0,1,4.731197775622372,1.053224197047632,-1,1
