alert_time,direction,entry_price,sl_price,tp_price,lot_size,atr,score,decision,outcome,exit_price,pnl,partial_pnl,net_pnl,pnl_pips,duration_bars,be_applied,partial_closed
2026-02-17 05:30:00+00:00,sell,4902.1998046875,4930.7996930803565,4859.299972098214,6.874,14.2999,0.25,approve,sl_hit,4930.7996930803565,-196.6,0.0,-196.6,-28.6,14,False,False
2026-02-17 14:00:00+00:00,sell,4889.1001953125,4916.9144391741065,4847.378829520089,6.9268,13.9071,0.55,approve,sl_hit,4916.9144391741065,-192.66,0.0,-192.66,-27.81,1,False,False
2026-02-18 16:15:00+00:00,buy,5018.3001953125,5007.114508928572,5035.0787248883935,16.8797,5.5928,0.35,approve,sl_hit,5019.139121791295,14.16,0.0,14.16,0.84,9,True,False
2026-02-20 15:05:00+00:00,sell,5040.4,5069.142815290178,4997.2857770647315,6.5788,14.3714,0.35,approve,sl_hit,5069.142815290178,-189.09,0.0,-189.09,-28.74,8,False,False
2026-02-20 19:55:00+00:00,buy,5102.99990234375,5094.885574776786,5115.171393694197,22.8376,4.0572,0.35,approve,trailing_sl,5112.585867745535,109.46,115.82,225.28,9.59,12,True,True
2026-02-23 07:10:00+00:00,sell,5168.6001953125,5180.814481026785,5150.278766741071,15.5406,6.1071,0.4,approve,trailing_sl,5157.314383370535,87.69,118.64,206.33,11.29,3,True,True
2026-02-24 03:15:00+00:00,buy,5208.20009765625,5194.5430803571435,5228.685623604911,14.2011,6.8285,0.35,approve,sl_hit,5194.5430803571435,-193.94,0.0,-193.94,-13.66,6,False,False
2026-02-24 12:30:00+00:00,sell,5177.6001953125,5190.257491629464,5158.614250837053,15.0163,6.3286,0.45,approve,sl_hit,5176.650898088727,14.25,0.0,14.25,0.95,6,True,False
2026-02-24 16:30:00+00:00,buy,5156.1,5143.257156808036,5175.364264787947,14.8215,6.4214,0.35,approve,sl_hit,5157.063213239398,14.28,0.0,14.28,0.96,3,True,False
2026-02-25 06:20:00+00:00,buy,5210.3998046875,5196.228348214286,5231.656989397322,13.4521,7.0857,0.25,approve,sl_hit,5196.228348214286,-190.64,0.0,-190.64,-14.17,32,False,False
2026-02-25 14:50:00+00:00,buy,5206.99990234375,5191.599930245536,5230.099860491072,12.1314,7.7,0.45,approve,sl_hit,5208.1549002511165,14.01,0.0,14.01,1.15,5,True,False
2026-02-25 20:40:00+00:00,sell,5199.79990234375,5216.02841796875,5175.45712890625,11.5293,8.1143,0.35,approve,sl_hit,5198.582763671875,14.03,0.0,14.03,1.22,1,True,False
2026-02-26 10:15:00+00:00,buy,5199.6,5191.6,5211.492857142857,23.423,3.9643,0.4,approve,sl_hit,5191.6,-187.38,0.0,-187.38,-8.0,3,False,False
2026-02-26 17:00:00+00:00,buy,5198.6,5184.64296875,5219.535546875,13.1573,6.9785,0.35,approve,sl_hit,5184.64296875,-183.64,0.0,-183.64,-13.96,9,False,False
2026-02-27 13:10:00+00:00,buy,5231.49990234375,5220.6714983258935,5247.742508370536,16.6196,5.4142,0.45,approve,trailing_sl,5244.771693638393,110.29,112.48,222.76,13.27,2,True,True
