alert_time,regime,direction,entry_price,sl_price,tp_price,lot_size,atr,score,decision,outcome,exit_price,pnl,partial_pnl,net_pnl,pnl_pips,duration_bars,be_applied,partial_closed
2025-12-16 14:00:00+00:00,TREND,buy,4345.6,4333.485672433036,4363.771491350447,16.5094,6.0572,0.45,approve,tp_hit,4363.771491350447,150.0,125.0,275.0,18.17,10,True,True
2025-12-17 01:45:00+00:00,TREND,buy,4351.8998046875,4343.8998046875,4362.656989397322,25.6875,3.5857,0.25,approve,sl_hit,4343.8998046875,-205.5,0.0,-205.5,-8.0,10,False,False
2025-12-17 13:45:00+00:00,TREND,buy,4366.20009765625,4356.457212611607,4380.814425223215,20.6705,4.8714,0.45,approve,sl_hit,4366.930814034598,15.1,0.0,15.1,0.73,5,True,False
2025-12-18 13:20:00+00:00,TREND,sell,4351.1001953125,4359.1001953125,4340.407149832589,25.2115,3.5643,0.45,approve,sl_hit,4359.1001953125,-201.69,0.0,-201.69,-8.0,2,False,False
2025-12-18 18:50:00+00:00,TREND,sell,4358.50009765625,4370.0572265625,4341.164404296875,17.1027,5.7786,0.35,approve,sl_hit,4370.0572265625,-197.66,0.0,-197.66,-11.56,22,False,False
2025-12-22 05:50:00+00:00,TREND,buy,4435.49990234375,4426.457073102679,4449.064146205357,21.4208,4.5214,0.25,approve,tp_hit,4449.064146205357,145.28,121.07,266.34,13.56,13,True,True
2025-12-22 13:40:00+00:00,TREND,buy,4459.20009765625,4449.428683035715,4473.857219587054,20.3688,4.8857,0.45,approve,sl_hit,4449.428683035715,-199.03,0.0,-199.03,-9.77,18,False,False
2025-12-23 01:35:00+00:00,TREND,buy,4518.3998046875,4506.857114955357,4535.713839285715,16.8983,5.7713,0.25,approve,sl_hit,4519.265506417411,14.63,0.0,14.63,0.87,19,True,False
2025-12-23 13:40:00+00:00,TREND,sell,4520.00009765625,4529.5286969866065,4505.707198660714,20.5008,4.7643,0.45,approve,trailing_sl,4513.228794642857,69.41,122.09,191.5,6.77,2,True,True
2025-12-24 03:40:00+00:00,TREND,sell,4522.6001953125,4538.3714704241065,4498.943282645089,12.6289,7.8856,0.25,approve,trailing_sl,4515.071079799107,47.54,124.48,172.03,7.53,17,True,True
2025-12-24 14:30:00+00:00,TREND,sell,4516.6998046875,4524.6998046875,4505.299867466518,25.3268,3.8,0.45,approve,trailing_sl,4506.899762834822,124.1,120.3,244.4,9.8,1,True,True
2025-12-26 06:20:00+00:00,TREND,buy,4547.1,4539.1,4557.750041852679,25.9378,3.55,0.25,approve,sl_hit,4539.1,-207.5,0.0,-207.5,-8.0,7,False,False
2025-12-29 06:30:00+00:00,TREND,sell,4517.4,4530.728683035714,4497.406975446428,15.2568,6.6643,0.25,approve,tp_hit,4497.406975446428,152.51,127.1,279.61,19.99,4,True,True
2025-12-29 13:50:00+00:00,TREND,sell,4429.6001953125,4446.94296875,4403.58603515625,12.0479,8.6714,0.45,approve,trailing_sl,4422.44287109375,43.12,130.59,173.71,7.16,3,True,True
2025-12-30 20:10:00+00:00,TREND,sell,4362.6998046875,4375.29990234375,4343.799658203125,16.8585,6.3,0.35,approve,sl_hit,4361.754797363281,15.93,0.0,15.93,0.95,9,True,False
2025-12-31 00:10:00+00:00,TREND,sell,4353.1001953125,4365.071805245535,4335.142780412946,17.7702,5.9858,0.25,approve,sl_hit,4365.071805245535,-212.74,0.0,-212.74,-11.97,11,False,False
2025-12-31 04:35:00+00:00,TREND,sell,4357.1998046875,4365.6854352678565,4344.471358816964,24.5689,4.2428,0.25,approve,trailing_sl,4351.385532924107,71.43,130.3,201.73,5.81,4,True,True
2026-01-02 05:15:00+00:00,TREND,buy,4390.99990234375,4377.0284319196435,4411.957107979911,15.2108,6.9857,0.25,approve,trailing_sl,4397.828334263393,51.93,132.82,184.76,6.83,89,True,True
2026-01-02 13:30:00+00:00,TREND,sell,4384.50009765625,4396.671484375,4366.243017578125,17.764,6.0857,0.45,approve,sl_hit,4383.587243652343,16.22,0.0,16.22,0.91,6,True,False
2026-01-04 23:10:00+00:00,BREAKOUT,buy,4379.3998046875,4366.071261160715,4399.392619977679,16.2461,6.6643,0.25,approve,sl_hit,4366.071261160715,-216.54,0.0,-216.54,-13.33,4,False,False
2026-01-05 03:10:00+00:00,TREND,buy,4420.3001953125,4408.414453125,4438.12880859375,17.8538,5.9429,0.25,approve,sl_hit,4408.414453125,-212.21,0.0,-212.21,-11.89,10,False,False
2026-01-05 11:35:00+00:00,TREND,sell,4432.29990234375,4442.657045200893,4416.764188058035,20.0791,5.1786,0.4,approve,tp_hit,4416.764188058035,155.97,129.98,285.95,15.54,15,True,True
2026-01-06 04:35:00+00:00,TREND,buy,4477.3998046875,4469.3998046875,4484.406675502232,26.7101,2.3356,0.25,approve,trailing_sl,4480.528948102678,41.79,77.98,119.77,3.13,11,True,True
2026-01-06 17:00:00+00:00,TREND,buy,4499.49990234375,4491.49990234375,4511.221477399554,27.0095,3.9072,0.35,approve,sl_hit,4491.49990234375,-216.08,0.0,-216.08,-8.0,26,False,False
2026-01-07 01:05:00+00:00,TREND,sell,4485.50009765625,4496.600055803571,4468.850160435268,19.0771,5.55,0.25,approve,sl_hit,4484.6676007952,15.88,0.0,15.88,0.83,5,True,False
2026-01-08 01:05:00+00:00,TREND,sell,4467.6998046875,4477.199734933035,4453.449909319196,22.3236,4.75,0.25,approve,trailing_sl,4463.899832589285,42.41,132.55,174.96,3.8,7,True,True
2026-01-08 05:45:00+00:00,TREND,sell,4428.6998046875,4438.528348214285,4413.956989397321,21.9332,4.9143,0.25,approve,sl_hit,4438.528348214285,-215.57,0.0,-215.57,-9.83,9,False,False
2026-01-08 12:35:00+00:00,TREND,sell,4435.00009765625,4445.885770089285,4418.671589006696,19.4072,5.4428,0.45,approve,sl_hit,4434.183672223772,15.84,0.0,15.84,0.82,8,True,False
2026-01-09 01:20:00+00:00,TREND,sell,4464.1001953125,4473.5716657366065,4449.892989676339,22.3383,4.7357,0.25,approve,sl_hit,4473.5716657366065,-211.58,0.0,-211.58,-9.47,5,False,False
2026-01-09 13:30:00+00:00,TREND,buy,4497.1,4482.7286272321435,4518.657059151786,14.4277,7.1857,0.45,approve,trailing_sl,4506.428431919643,67.29,129.59,196.88,9.33,22,True,True
2026-01-11 23:10:00+00:00,BREAKOUT,buy,4539.70009765625,4526.971721540179,4558.792661830357,16.5994,6.3642,0.25,approve,tp_hit,4558.792661830357,316.92,0.0,316.92,19.09,11,False,False
2026-01-12 14:10:00+00:00,TREND,buy,4607.1,4592.700027901786,4628.699958147322,15.1126,7.2,0.45,approve,sl_hit,4608.179997907367,16.32,0.0,16.32,1.08,5,True,False
2026-01-13 05:35:00+00:00,TREND,sell,4598.4,4606.471428571428,4586.2928571428565,27.0024,4.0357,0.25,approve,tp_hit,4586.2928571428565,163.46,136.22,299.68,12.11,12,True,True
2026-01-13 13:30:00+00:00,TREND,buy,4623.3001953125,4611.8575334821435,4640.464188058036,19.5708,5.7213,0.45,approve,sl_hit,4624.158394949777,16.8,0.0,16.8,0.86,10,True,False
2026-01-13 21:55:00+00:00,TREND,sell,4593.79990234375,4601.79990234375,4584.156940569196,28.0347,3.2143,0.35,approve,sl_hit,4601.79990234375,-224.28,0.0,-224.28,-8.0,2,False,False
2026-01-14 05:55:00+00:00,TREND,sell,4625.6998046875,4636.671205357143,4609.242703683035,20.0332,5.4857,0.25,approve,sl_hit,4636.671205357143,-219.79,0.0,-219.79,-10.97,3,False,False
2026-01-14 16:40:00+00:00,TREND,buy,4623.6,4611.557310267857,4641.664034598215,17.886,6.0213,0.35,approve,sl_hit,4611.557310267857,-215.4,0.0,-215.4,-12.04,12,False,False
2026-01-14 21:55:00+00:00,TREND,sell,4633.29990234375,4641.29990234375,4621.6856794084815,26.386,3.8714,0.35,approve,sl_hit,4632.719191196987,15.32,0.0,15.32,0.58,1,True,False
2026-01-15 01:55:00+00:00,BREAKOUT,sell,4603.6998046875,4620.628376116071,4578.306947544643,12.4874,8.4643,0.35,approve,sl_hit,4620.628376116071,-211.39,0.0,-211.39,-16.93,104,False,False
2026-01-15 13:35:00+00:00,TREND,sell,4597.4,4607.9,4581.65,19.7302,5.25,0.45,approve,trailing_sl,4594.5,28.61,129.48,158.09,2.9,3,True,True
2026-01-15 20:40:00+00:00,TREND,sell,4611.6998046875,4620.471149553571,4598.542787388393,23.979,4.3857,0.35,approve,sl_hit,4620.471149553571,-210.33,0.0,-210.33,-8.77,13,False,False
2026-01-16 05:45:00+00:00,TREND,buy,4616.20009765625,4608.20009765625,4625.885749162947,25.7652,3.2286,0.25,approve,sl_hit,4608.20009765625,-206.12,0.0,-206.12,-8.0,5,False,False
2026-01-16 13:20:00+00:00,TREND,sell,4593.79990234375,4605.671484375,4575.992529296875,17.0154,5.9358,0.45,approve,sl_hit,4605.671484375,-202.0,0.0,-202.0,-11.87,4,False,False
2026-01-16 17:20:00+00:00,TREND,buy,4589.6,4573.842815290179,4613.235777064732,12.5631,7.8786,0.45,approve,sl_hit,4590.781788853237,14.85,0.0,14.85,1.18,47,True,False
2026-01-19 04:30:00+00:00,BREAKOUT,buy,4668.8001953125,4651.300265066965,4695.050090680804,11.329,8.75,0.35,approve,tp_hit,4695.050090680804,297.38,0.0,297.38,26.25,6,False,False
2026-01-20 05:00:00+00:00,TREND,buy,4701.8001953125,4682.457491629465,4730.814250837054,10.5572,9.6714,0.25,approve,tp_hit,4730.814250837054,153.15,127.63,280.78,29.01,38,True,True
2026-01-20 13:40:00+00:00,TREND,buy,4735.8001953125,4724.3001953125,4753.0501953125,18.2452,5.75,0.45,approve,trailing_sl,4742.7001953125,62.95,131.14,194.08,6.9,4,True,True
2026-01-20 21:45:00+00:00,TREND,buy,4769.3998046875,4761.3998046875,4777.521003069197,26.7127,2.7071,0.35,approve,trailing_sl,4772.485770089285,41.22,90.39,131.61,3.09,11,True,True
2026-01-21 01:45:00+00:00,BREAKOUT,buy,4830.49990234375,4812.585770089286,4857.371100725447,12.0761,8.9571,0.35,approve,tp_hit,4857.371100725447,324.5,0.0,324.5,26.87,33,False,False
2026-01-21 14:10:00+00:00,BREAKOUT,sell,4846.00009765625,4868.257073102678,4812.6146344866065,10.0114,11.1285,0.55,approve,sl_hit,4868.257073102678,-222.82,0.0,-222.82,-22.26,4,False,False
2026-01-21 19:35:00+00:00,TREND,sell,4775.1001953125,4799.514467075893,4738.47878766741,8.9442,12.2071,0.35,approve,sl_hit,4799.514467075893,-218.37,0.0,-218.37,-24.41,9,False,False
2026-01-22 04:25:00+00:00,TREND,buy,4797.8001953125,4789.8001953125,4808.62130998884,26.75,3.607,0.25,approve,tp_hit,4808.62130998884,144.73,120.61,265.34,10.82,16,True,True
2026-01-22 11:30:00+00:00,TREND,buy,4830.8001953125,4822.8001953125,4840.100174386161,27.4133,3.1,0.4,approve,sl_hit,4831.265194266183,12.75,0.0,12.75,0.46,6,True,False
2026-01-23 04:45:00+00:00,TREND,sell,4959.00009765625,4967.00009765625,4949.336104910714,27.4452,3.2213,0.25,approve,sl_hit,4967.00009765625,-219.56,0.0,-219.56,-8.0,12,False,False
2026-01-23 08:45:00+00:00,TREND,sell,4917.1998046875,4934.7857421875,4890.8208984375,12.2354,8.793,0.4,approve,sl_hit,4915.880859375,16.14,0.0,16.14,1.32,10,True,False
2026-01-23 21:45:00+00:00,TREND,buy,4983.70009765625,4975.70009765625,4992.721233258929,26.9366,3.007,0.35,approve,trailing_sl,5020.885811941965,500.83,101.25,602.08,37.19,3,True,True
2026-01-26 08:20:00+00:00,TREND,buy,5094.8998046875,5084.72841796875,5110.156884765625,22.3701,5.0857,0.4,approve,sl_hit,5084.72841796875,-227.53,0.0,-227.53,-10.17,6,False,False
2026-01-26 19:25:00+00:00,TREND,sell,5022.00009765625,5052.700013950893,4975.950223214285,7.2633,15.35,0.35,approve,sl_hit,5052.700013950893,-222.98,0.0,-222.98,-30.7,13,False,False
2026-01-27 00:15:00+00:00,TREND,buy,5047.1,5031.5572405133935,5070.414139229911,14.0596,7.7714,0.25,approve,sl_hit,5031.5572405133935,-218.52,0.0,-218.52,-15.54,5,False,False
2026-01-27 20:15:00+00:00,TREND,buy,5140.20009765625,5124.0287109375,5164.457177734375,13.2428,8.0857,0.35,approve,trailing_sl,5153.12841796875,85.6,133.85,219.45,12.93,6,True,True
2026-01-28 01:35:00+00:00,TREND,buy,5195.70009765625,5174.042940848215,5228.185832868304,10.091,10.8286,0.25,approve,sl_hit,5197.324384416853,16.39,0.0,16.39,1.62,7,True,False
2026-01-28 08:50:00+00:00,TREND,buy,5327.1,5304.200027901786,5361.449958147322,9.5577,11.45,0.4,approve,sl_hit,5304.200027901786,-218.87,0.0,-218.87,-22.9,6,False,False
2026-01-28 15:15:00+00:00,TREND,sell,5288.29990234375,5322.242843191964,5237.385491071428,6.3192,16.9715,0.35,approve,sl_hit,5322.242843191964,-214.49,0.0,-214.49,-33.94,10,False,False
2026-01-28 23:40:00+00:00,BREAKOUT,buy,5559.8001953125,5504.728836495536,5642.407233537947,3.8169,27.5357,0.25,approve,sl_hit,5504.728836495536,-210.2,0.0,-210.2,-55.07,4,False,False
2026-01-29 10:05:00+00:00,TREND,sell,5541.6998046875,5561.399651227678,5512.1500348772315,10.4569,9.8499,0.4,approve,trailing_sl,5532.699846540178,47.06,128.75,175.81,9.0,10,True,True
2026-01-29 15:00:00+00:00,TREND,sell,5485.4,5534.057156808035,5412.414264787946,4.306,24.3286,0.35,approve,sl_hit,5481.750713239397,15.71,0.0,15.71,3.65,1,True,False
2026-01-30 01:20:00+00:00,TREND,sell,5376.1001953125,5428.157393973214,5298.014397321428,4.0308,26.0286,0.25,approve,trailing_sl,5280.557198660715,192.55,131.14,323.7,95.54,10,True,True
2026-01-30 11:25:00+00:00,TREND,buy,5152.8998046875,5106.928404017857,5221.856905691965,4.7052,22.9857,0.4,approve,sl_hit,5106.928404017857,-216.3,0.0,-216.3,-45.97,16,False,False
2026-02-02 18:50:00+00:00,TREND,sell,4674.6001953125,4754.6001953125,4483.371749441964,2.6497,63.7428,0.35,approve,sl_hit,4754.6001953125,-211.98,0.0,-211.98,-80.0,41,False,False
2026-02-04 06:25:00+00:00,TREND,sell,5074.6998046875,5094.914020647321,5044.378480747768,10.2768,10.1071,0.25,approve,sl_hit,5094.914020647321,-207.74,0.0,-207.74,-20.21,4,False,False
2026-02-04 14:50:00+00:00,TREND,sell,5033.79990234375,5077.857101004464,4967.714104352678,4.6209,22.0286,0.45,approve,sl_hit,5030.495612444196,15.27,0.0,15.27,3.3,1,True,False
2026-02-05 03:00:00+00:00,TREND,sell,4856.50009765625,4927.285811941964,4750.321526227678,2.8804,35.3929,0.25,approve,sl_hit,4927.285811941964,-203.89,0.0,-203.89,-70.79,37,False,False
2026-02-05 12:40:00+00:00,TREND,sell,4868.1001953125,4904.45712890625,4813.564794921875,5.4958,18.1785,0.45,approve,sl_hit,4865.373425292968,14.99,0.0,14.99,2.73,4,True,False
2026-02-09 23:10:00+00:00,BREAKOUT,sell,5037.50009765625,5065.328780691964,4995.757073102678,7.1908,13.9143,0.25,approve,sl_hit,5065.328780691964,-200.11,0.0,-200.11,-27.83,6,False,False
2026-02-10 17:30:00+00:00,TREND,buy,5060.70009765625,5045.6714983258935,5083.242996651786,13.049,7.5143,0.35,approve,sl_hit,5045.6714983258935,-196.11,0.0,-196.11,-15.03,6,False,False
2026-02-11 10:50:00+00:00,TREND,buy,5120.8998046875,5105.014132254465,5144.728313337054,12.0981,7.9428,0.4,approve,sl_hit,5122.091230119978,14.41,0.0,14.41,1.19,7,True,False
2026-02-11 23:10:00+00:00,BREAKOUT,sell,5085.4,5104.3143415178565,5057.028487723214,10.1761,9.4572,0.25,approve,sl_hit,5104.3143415178565,-192.47,0.0,-192.47,-18.91,174,False,False
2026-02-12 16:15:00+00:00,BREAKOUT,sell,4955.29990234375,4991.785811941964,4900.571037946428,5.1698,18.243,0.45,approve,tp_hit,4900.571037946428,282.94,0.0,282.94,54.73,2,False,False
2026-02-13 14:00:00+00:00,TREND,buy,5013.99990234375,4991.0142717633935,5048.478348214286,8.4524,11.4928,0.45,approve,sl_hit,5015.723824637277,14.57,0.0,14.57,1.72,6,True,False
2026-02-16 00:05:00+00:00,TREND,sell,5033.4,5051.771233258928,5005.8431501116065,10.5913,9.1856,0.25,approve,trailing_sl,5004.371233258928,153.73,121.61,275.34,29.03,44,True,True
2026-02-17 05:30:00+00:00,TREND,sell,4902.1998046875,4930.7996930803565,4859.299972098214,6.9959,14.2999,0.25,approve,sl_hit,4930.7996930803565,-200.08,0.0,-200.08,-28.6,14,False,False
